ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1095,Cecil Sebastian Afrika,M,28,175,75,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1104,Muhammad Afzal Manna,M,25,173,76,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1114,Luca Agamennoni,M,24,187,93,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
1114,Luca Agamennoni,M,27,187,93,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
1122,Andre Kirk Agassi,M,26,180,80,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
1144,Henrik Agersborg,M,47,NA,NA,Stella-2,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
1147,Viktor Ivanovich Ageyev,M,20,184,80,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze
1147,Viktor Ivanovich Ageyev,M,24,184,80,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver
1147,Viktor Ivanovich Ageyev,M,28,184,80,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze
1173,Yannick Agnel,M,20,202,90,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
1173,Yannick Agnel,M,20,202,90,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1173,Yannick Agnel,M,20,202,90,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
1188,"Benjamin Alexandro ""Ben"" Agosto",M,24,178,75,United States-1,USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
1192,Carlo Agostoni Faini,M,19,170,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
1192,Carlo Agostoni Faini,M,23,170,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
1192,Carlo Agostoni Faini,M,23,170,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
1192,Carlo Agostoni Faini,M,39,170,NA,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
1201,Erik Alfred gren,M,20,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
1208,Ioannis Agrimis,M,NA,NA,NA,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
1220,Sergio Leonel Agero del Castillo,M,20,172,74,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
1249,Jos Aguilar Pulsn,M,20,173,64,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
1270,Jorge Luis Aguilera Ruiz,M,26,172,64,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1322,Kevin Joseph Ahearn,M,23,175,73,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
1333,Bruno Valfrid Ahlberg,M,21,168,69.5,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
1336,Mats Bertil hlberg,M,32,179,78,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1341,Johan Petter hln (Andersson-),M,44,NA,NA,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver
1342,Thomas Valter hln,M,24,182,90,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1346,Anselm Ahlfors,M,26,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
1348,Anders Oscar Ahlgren,M,24,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
1350,George Lewis Ahlgren,M,19,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
1356,Christian Ahlmann,M,29,189,80,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1356,Christian Ahlmann,M,41,189,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1359,Thure Johan Ahlqvist,M,25,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
1364,"Sten Olov ""Olle"" hlund",M,31,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
1374,Tontowi Ahmad,M,29,179,72,Indonesia-1,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
1378,Arne Per hman,M,23,176,64,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
1379,Jrg Ahmann,M,34,190,88,Germany-1,GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
1386,Muhammad Akhlaq Ahmed,M,20,NA,NA,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
1389,Muhammad Ashfaq Ahmed,M,21,162,62,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
1391,Bashir Ahmed,M,25,171,67,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
1400,Ishtiaq Ahmed,M,21,170,62,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
1402,Manzoor Ahmed,M,24,169,75,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
1408,Mushtaq Ahmed,M,28,170,70,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
1409,Mushtaq Ahmed,M,27,173,61,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,M,27,150,70,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,M,30,150,70,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
1414,Shahbaz Ahmed,M,23,175,61,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
1424,Arthur Ahnger,M,26,NA,NA,Lucky Girl-1,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
1435,Janne Petteri Ahonen,M,24,184,66,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1435,Janne Petteri Ahonen,M,28,184,66,Finland,FIN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1442,Peter Ahrendt,M,30,169,66,Mutafo,GER,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
1444,"Christian ""Chris"" Ahrens",M,28,195,97,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
1449,Thomas Ahrens,M,16,163,50,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
1466,Matteo Aicardi,M,26,192,102,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
1466,Matteo Aicardi,M,30,192,102,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
1469,Hans Aichele,M,24,NA,NA,Switzerland-1,SUI,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver
1480,Franz Aigner,M,32,NA,107,Austria,AUT,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
1481,Hannes Aigner,M,23,183,75,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
1483,Nobuyuki Aihara,M,21,154,53,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
1483,Nobuyuki Aihara,M,21,154,53,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
1483,Nobuyuki Aihara,M,25,154,53,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
1483,Nobuyuki Aihara,M,25,154,53,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
1485,Yutaka Aihara,M,21,156,55,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
1487,Ryoji Aikawa,M,28,183,85,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
1489,Alexander Michael Hirst Aikman,M,23,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",M,19,183,90,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
1498,"Charles Benedict ""Ben"" Ainslie",M,23,183,90,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,27,183,90,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,31,183,90,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,35,183,90,Great Britain,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
1500,Kurt Harold Ainsworth,M,22,187,84,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
1503,John Creyghton Ainsworth-Davis,M,25,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
1512,Robin Allingham Aisher,M,34,185,85,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
1530,"Gordon ""Gord"" Aitchison",M,27,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
1534,Brett Aitken,M,21,173,65,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
1534,Brett Aitken,M,25,173,65,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
1534,Brett Aitken,M,29,173,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold
1538,Vladimir Atoff,M,20,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
1540,Artur Surenovych Aivazian,M,35,177,88,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
1551,"Oluwafemi ""Junior"" Ajayi",M,20,172,79,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
1554,Omar Ajete Iglesias,M,27,175,93,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,M,31,175,93,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,M,35,175,93,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
1561,Mobolade Abimbola Ajomale,M,20,180,62,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,25,185,81,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1574,Kosei Akaishi,M,19,172,74,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1574,Kosei Akaishi,M,27,172,74,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
1579,Nasuh Akar,M,23,NA,NA,Turkey,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
1581,Yuichi Akasaka,M,24,169,64,Japan,JPN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
1595,Hseyin Akba,M,NA,167,57,Turkey,TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
1595,Hseyin Akba,M,NA,167,57,Turkey,TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
1601,Vehbi Akda,M,23,168,62,Turkey,TUR,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1618,Ernst Gunnar kerlund,M,24,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
1618,Ernst Gunnar kerlund,M,28,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
1619,Olle Erik Curys kerlund,M,20,NA,NA,Bissbi,SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
1634,Taha Akgl,M,25,192,125,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
1647,Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
1649,Artur Kamilevich Akhmatkhuzin,M,28,187,79,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
1650,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
1652,Lyutvi Dzhiber Akhmedov,M,34,184,87,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
1659,Igor Vladimirovich Akhremchik,M,26,180,79,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Bronze
1662,Gulraiz Akhtar,M,25,172,61,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
1665,Naeem Akhtar,M,23,173,65,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
1673,John Akii-Bua,M,22,188,77,Uganda,UGA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold
1676,Anatoly Ivanovich Akimov,M,24,181,84,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
1678,Vladimir Ivanovich Akimov,M,27,184,80,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
1698,Khadzhimurat Magomedovich Akkayev,M,23,178,105,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
1713,Artur Vladimirovich Akoyev,M,26,NA,109,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,Silver
1716,Daniel Akpeyi,M,30,187,80,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
1734,Aleksandr Timofeyevich Aksinin,M,21,173,67,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1734,Aleksandr Timofeyevich Aksinin,M,25,173,67,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1740,Nikolay Aleksandrovich Aksyonov,M,26,201,100,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
1758,Vladyslav Ivanovych Akymenko,M,23,192,88,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
1762,Naser Al Shami,M,22,187,81,Syria,SYR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze
1809,Nasser Salih Nasser Abdullah Al-Attiya,M,41,178,82,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Bronze
1858,Fehaid Al-Deehani,M,33,178,95,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Double Trap,Bronze
1858,Fehaid Al-Deehani,M,45,178,95,Kuwait,KUW,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,Bronze
1858,Fehaid Al-Deehani,M,49,178,95,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold
1885,Ramzy Al-Duhami,M,40,162,70,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1889,Khaled Al-Eid,M,31,175,57,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
1949,Abdul Rashid Al-Hasan,M,25,170,63,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2025,Ahmed bin Hasher Al-Maktoum,M,40,175,67,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,Gold
2112,Abdullah Al-Rashidi,M,52,183,83,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze
2134,Prince Abdullah Bin Moteb Al-Saud,M,27,178,69,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2170,Hadi Soua'an Al-Somaily Jaadan,M,23,191,72,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Silver
2212,Armenak Alachachyan,M,33,176,74,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
2225,Arsen Shakhlamazovich Alakhverdiyev,M,23,154,52,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
2233,Noor Alam,M,26,172,73,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
2233,Noor Alam,M,30,172,73,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
2256,Vladan Alanovi,M,25,190,81,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver
2274,Mika Antero Alatalo,M,22,182,85,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2275,Toimi Johannes Alatalo,M,30,174,67,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2295,Fabio Albarelli,M,25,179,80,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Bronze
2296,Marco Albarello,M,31,187,84,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
2296,Marco Albarello,M,31,187,84,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2296,Marco Albarello,M,33,187,84,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
2296,Marco Albarello,M,33,187,84,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2296,Marco Albarello,M,37,187,84,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2302,Pierre Henri Maurice Albarran,M,26,NA,NA,France-3,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,Bronze
2306,Ruslan Vladimirovich Albegov,M,24,192,156,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2307,David Albelda Aliqus,M,23,182,75,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
2311,Reinhard Alber,M,20,184,75,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
2313,Alberto Alberani Samaritani,M,29,192,82,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
2316,A. Albert,M,NA,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
2317,Auguste Albert,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
2317,Auguste Albert,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
2322,Flrin Albert,M,18,182,75,Hungary,HUN,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Bronze
2347,Georg Albert Christian Albertsen,M,30,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
2349,Ebbe Gustav Bertil Albertsson (-Andersson),M,26,177,67,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
2355,Abramo Albini,M,20,180,83,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2367,mile Albrecht,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Fours,Bronze
2367,mile Albrecht,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
2381,John Robert Albrechtson,M,39,181,67,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Gold
2387,"David Donald ""Dave"" Albritton",M,23,191,79,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,Silver
2389,Anatoly Mikhaylovich Albul,M,24,181,87,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
2419,Aldair Nascimento dos Santos,M,30,183,76,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
2420,Andrs Aldama Cabrera,M,20,183,63,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Silver
